task_id,proof_source,model_id,generation_attempt,proof_source,proof_region_errors,proof_hash,proof_text,proof_aux_text,proof_chars,proof_lines,proof_loc,n_tactic_tokens,count_unfold,unfolds_target_function,count_simp,count_simp_all,simp_mentions_target_function,simp_only_used,count_rw,count_have,count_exact,count_apply,count_intro,count_constructor,count_cases,count_induction,count_split,count_by_cases,count_omega,count_decide,count_aesop,count_grind,count_rfl,count_norm_num,count_linarith,uses_automation,target_function_name_occurrences,code_aux_identifier_occurrences,mentions_code_aux_identifier,mentions_extracted_helper_name,mentions_h_precond,proof_aux_nonempty,first_tactic,tactic_histogram
verina_basic_47,reference,,,reference,[],1c14c3991deacd42387e36a3e21243f6b529f05473600628801ee386b97503e4,,,1153,41,36,32,2,True,11,2,False,False,5,4,0,2,1,0,3,2,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,True,unfold,apply=2;cases=3;have=4;induction=2;intro=1;rw=5;simp=11;simp_all=2;unfold=2
verina_basic_48,reference,,,reference,[],4a9c158e1e954f6a11346bf6a786168846b3d0fd76778784cc7302b69d41ae35,,,1465,45,29,28,1,True,5,1,False,False,2,6,4,4,3,0,1,0,0,0,0,0,0,0,0,0,0,True,7,0,False,False,False,True,unfold,apply=4;cases=1;exact=4;exists=1;have=6;intro=3;rw=2;simp=5;simp_all=1;unfold=1
verina_basic_49,reference,,,reference,[],7237d543b1f18f1e03e986c85aab62e42f43615cbcc72481be2803509c958fce,,,1901,58,58,58,1,True,4,3,False,False,12,16,11,1,2,1,2,0,0,0,0,0,0,0,4,0,0,True,1,2,True,False,False,False,unfold,apply=1;cases=1;constructor=1;exact=11;have=16;intro=2;rcases=1;rfl=4;rw=12;simp=4;simp_all=3;trivial=1;unfold=1
verina_basic_5,reference,,,reference,[],1f1e1d178ed69ff2cf2011f3b12452d5e94b32f0ab5414f983adfb99375bda6e,,,43,2,2,2,1,True,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,simp=1;unfold=1
verina_basic_50,reference,,,reference,[],0c43572ae615aba693c0b554151ddd8286c84283ce8bb4601b2a9e885a44a235,,,300,15,15,11,0,False,2,0,True,False,0,1,0,1,2,0,0,0,2,0,0,0,0,0,1,0,0,True,1,0,False,False,False,False,simp,apply=1;contradiction=2;have=1;intro=2;rfl=1;simp=2;split=2
verina_basic_53,reference,,,reference,[],78b61aa5fe54ab892a107a49049de103d55292087e026307563fb71a17c7ea95,,,283,14,14,12,4,True,3,0,False,False,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,True,3,0,False,False,False,False,unfold,induction=1;rw=4;simp=3;unfold=4
verina_basic_55,reference,,,reference,[],e8a03b3b16b0a9ce8abd48e76a55d76dbc78d21677c33373ccd66a2653a19e0f,,,41,2,2,2,1,True,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,simp=1;unfold=1
verina_basic_6,reference,,,reference,[],f5e345eda33dc41ac54b46013767babc5edf641aa72d5b07c9a4e9c5a4e24f94,,,999,45,37,40,1,True,4,7,False,False,2,4,5,1,0,5,0,0,2,4,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,apply=1;assumption=1;by_cases=4;constructor=5;contradiction=4;exact=5;have=4;rw=2;simp=4;simp_all=7;split=2;unfold=1
verina_basic_66,reference,,,reference,[],738b44058f5a36560a1133007b0475769ed1a63f455c6241725130c1061e5ac4,,,59,3,3,3,1,True,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,1,0,False,False,False,False,unfold,rfl=1;simp=1;unfold=1
verina_basic_68,reference,,,reference,[],ddf8116f270f794889d6cbb165db0698c471baee68002fca2c17360e4570c343,,,5977,166,162,146,9,True,26,0,False,False,26,37,15,10,12,0,0,3,0,4,0,0,0,0,3,0,0,True,13,0,False,False,False,False,unfold,apply=10;by_cases=4;contradiction=1;exact=15;have=37;induction=3;intro=12;rfl=3;rw=26;simp=26;unfold=9
verina_basic_76,reference,,,reference,[],ad8f0fab293b2f133dded5a6c7ce64bfe5c910305aac960e8b485dd5834a96c0,,,303,10,10,10,1,True,1,0,False,False,0,3,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,contradiction=1;exact=2;have=3;intro=2;simp=1;unfold=1
verina_basic_78,reference,,,reference,[],b5da5cb0d8956bdb5ee634b4c2dfdb41abb0f7a3d8898ea4897c01a2b7efc5dd,,,57,2,2,2,1,True,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,simp=1;unfold=1
verina_basic_8,reference,,,reference,[],7ad2ae3dae289ae6f6eea98bac4689679d43ee5cdae259c501b5bcf2b7ea6215,,,216,11,11,10,1,True,3,0,False,False,1,0,2,0,0,1,0,0,2,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,constructor=1;exact=2;rw=1;simp=3;split=2;unfold=1
verina_basic_81,reference,,,reference,[],0369a11fac2fd4d20eeffe78e779da518dfca4f240d8b625c9b2d5b18d0aabe1,,,1939,61,59,53,7,True,8,2,False,False,7,14,4,4,3,1,0,0,1,0,0,0,0,0,1,0,0,True,1,25,True,False,False,False,unfold,apply=4;constructor=1;contradiction=1;exact=4;have=14;intro=3;rfl=1;rw=7;simp=8;simp_all=2;split=1;unfold=7
verina_basic_9,reference,,,reference,[],8000cecc97b4369f6a4148f57a8b3d48cee1dc3ab7b011b9c5cc4d9823b91aec,,,660,27,27,27,1,True,3,0,False,False,2,4,6,0,2,1,2,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,constructor=1;exact=6;exists=6;have=4;intro=2;rcases=2;rw=2;simp=3;unfold=1
verina_basic_91,reference,,,reference,[],11a241da7a71c347f0308869f8f07dd088dfbdb373127ef4c276d0407546286b,,,81,3,3,3,1,True,0,1,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,exact=1;simp_all=1;unfold=1
verina_basic_92,reference,,,reference,[],e9d957e120f9a0f9106f46b361d201dac71e6707aa6eb989f96a8702cfcd86f7,,,132,5,5,5,1,True,1,1,False,False,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,exact=1;rw=1;simp=1;simp_all=1;unfold=1
verina_basic_95,reference,,,reference,[],21f04f749c0ba4d00c372384e7aa0bb582649967581fc327af3b35af84685dc1,,,3263,122,121,116,6,True,27,0,False,True,31,9,11,4,2,0,1,0,12,2,0,0,0,0,7,0,0,True,1,0,False,False,True,False,unfold,apply=4;by_cases=2;contradiction=4;exact=11;have=9;intro=2;obtain=1;rfl=7;rw=31;simp=27;split=12;unfold=6
verina_basic_96,reference,,,reference,[],e8b0e366e4b2fa4e3a34c65c2414c53f30c5bebaf330b3724de172a1807cf7d1,,,105,3,3,3,1,True,0,1,False,False,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,exact=1;simp_all=1;unfold=1
verina_basic_97,reference,,,reference,[],6a15a3eee4643d452e205e161eca9ce2eed53b77249c5486c8368cf0e1d84636,,,600,24,24,22,2,True,3,0,False,False,5,0,1,2,2,0,0,0,3,0,0,0,0,0,2,0,0,True,1,0,False,False,True,False,unfold,apply=2;contradiction=2;exact=1;intro=2;rfl=2;rw=5;simp=3;split=3;unfold=2
verina_basic_98,reference,,,reference,[],9cefbf5d49b8e7912377419600898a46c75ad4baee3c947e10c57bf0800893a5,,,46,2,2,2,1,True,1,0,False,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,True,1,0,False,False,False,False,unfold,simp=1;unfold=1
verina_basic_99,reference,,,reference,[],2572871e989024d02382816ae1e567ec1cc9198e8c597ccde123cb1b5d979b13,,,318,14,14,14,1,True,6,0,False,False,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,True,1,0,False,False,False,False,unfold,have=1;rfl=1;rw=5;simp=6;unfold=1
verina_advanced_41,model,deepseek-prover-v2-7b,0.0,model,[],c36a21e1417da8e7594845c16e087b9346fc2fba9e236d82b7e65dd42783098c,"  have h_main : (maxOfThree a b c h_precond >= a ∧ maxOfThree a b c h_precond >= b ∧ maxOfThree a b c h_precond >= c) ∧ (maxOfThree a b c h_precond = a ∨ maxOfThree a b c h_precond = b ∨ maxOfThree a b c h_precond = c) := by
    dsimp only [maxOfThree, maxOfThree_precond] at *
    split_ifs <;> simp_all (config := {decide := true}) <;>
    (try omega) <;>
    (try
      (
        cases h <;>
        simp_all (config := {decide := true}) <;>
        omega
      )) <;>
    (try
      (
        aesop
      )) <;>
    (try
      (
        omega
      ))
    <;>
    aesop
  exact h_main
","
",589,21,21,17,0,False,1,2,True,False,0,1,1,0,0,0,1,0,0,0,3,2,2,0,0,0,0,True,7,0,False,False,True,False,have,aesop=2;cases=1;decide=2;dsimp=1;exact=1;have=1;omega=3;simp_all=2;try=4
verina_advanced_41,model,deepseek-prover-v2-7b__hard_unfold,0.0,model,[],1462a6b721c7dd095a44b641ecc945854870d24e951d9f404ec392fc573da8df,"  unfold maxOfThree maxOfThree_postcond
  have h_main : (maxOfThree a b c h_precond) ≥ a ∧ (maxOfThree a b c h_precond) ≥ b ∧ (maxOfThree a b c h_precond) ≥ c ∧ ((maxOfThree a b c h_precond) = a ∨ (maxOfThree a b c h_precond) = b ∨ (maxOfThree a b c h_precond) = c) := by
    dsimp only [maxOfThree, maxOfThree_postcond]
    split_ifs <;>
    (try {
      simp_all [maxOfThree_precond, Int.le_of_lt]
      <;>
      (try omega) <;>
      (try aesop) <;>
      (try
        {
          (try aesop)
          <;>
          (try omega)
          <;>
          (try
            {
              left
              <;> omega
            })
          <;>
          (try
            {
              right
              <;> left
              <;> omega
            })
          <;>
          (try
            {
              right
              <;> right
              <;> omega
            })
        })
    }) <;>
    (try
      {
        constructor <;>
        (try omega) <;>
        (try aesop)
      }) <;>
    (try
      {
        constructor <;>
        (try omega) <;>
        (try aesop)
      }) <;>
    (try
      {
        constructor <;>
        (try omega) <;>
        (try aesop)
      }) <;>
    (try
      {
        aesop
      }) <;>
    (try
      {
        constructor <;>
        (try omega) <;>
        (try aesop)
      }) <;>
    (try
      {
        simp_all [or_iff_not_imp_left, or_iff_not_imp_left]
        <;>
        tauto
      }) <;>
    (try
      {
        omega
      })
  -- The above steps use `aesop` to automatically handle the `omega` and other logical steps.
  tauto
","
",1601,76,75,52,1,True,1,2,True,False,0,1,0,0,0,4,0,0,0,0,10,0,7,0,0,0,0,True,8,0,False,False,True,False,unfold,aesop=7;constructor=4;dsimp=1;have=1;omega=10;simp_all=2;tauto=2;try=24;unfold=1
verina_advanced_41,model,goedel-prover-v2-32b,1.0,model,[],454669b05e8806e128d5e1020a42c43a6724c18b431bbd7d28605ad8565ff4da,"  dsimp only [maxOfThree_precond, maxOfThree_postcond] at *
  have h_main : (maxOfThree a b c h_precond ≥ a ∧ maxOfThree a b c h_precond ≥ b ∧ maxOfThree a b c h_precond ≥ c) ∧ (maxOfThree a b c h_precond = a ∨ maxOfThree a b c h_precond = b ∨ maxOfThree a b c h_precond = c) := by
    have h₁ : maxOfThree a b c h_precond = if a >= b && a >= c then a else if b >= a && b >= c then b else c := by
      rfl
    rw [h₁]
    split_ifs <;>
    (try { contradiction }) <;>
    (try {
      -- Case: a ≥ b ∧ a ≥ c
      constructor
      · -- Prove a ≥ a, a ≥ b, a ≥ c
        constructor <;>
        (try { nlinarith }) <;>
        (try {
          norm_num at *
          <;>
          (try omega)
          <;>
          (try nlinarith)
        }) <;>
        (try {
          simp_all [Int.and_eq_max]
          <;>
          omega
        })
      · -- Prove a is one of a, b, c
        simp
    }) <;>
    (try {
      -- Case: ¬(a ≥ b ∧ a ≥ c) and b ≥ a ∧ b ≥ c
      constructor
      · -- Prove b ≥ a, b ≥ b, b ≥ c
        constructor <;>
        (try { nlinarith }) <;>
        (try {
          norm_num at *
          <;>
          (try omega)
          <;>
          (try nlinarith)
        }) <;>
        (try {
          simp_all [Int.and_eq_max]
          <;>
          omega
        })
      · -- Prove b is one of a, b, c
        simp
    }) <;>
    (try {
      -- Case: ¬(a ≥ b ∧ a ≥ c) and ¬(b ≥ a ∧ b ≥ c)
      have h₂ : (if a >= b && a >= c then a else if b >= a && b >= c then b else c) = c := by
        simp_all [Int.and_eq_max]
        <;>
        (try omega)
        <;>
        (try norm_num)
        <;>
        (try simp_all [Int.and_eq_max])
        <;>
        (try omega)
      have h₃ : c ≥ a := by
        by_cases h₄ : a < c
        · -- Subcase: a < c
          linarith
        · -- Subcase: a ≥ c
          have h₅ : a < b := by
            by_contra h₅
            -- If a ≥ b, then a ≥ b ∧ a ≥ c (since a ≥ c)
            have h₆ : a ≥ b := by linarith
            have h₇ : a >= b && a >= c := by
              simp_all [Int.and_eq_max]
              <;>
              (try omega)
              <;>
              (try norm_num)
              <;>
              (try simp_all [Int.and_eq_max])
              <;>
              (try omega)
            simp_all [Int.and_eq_max]
            <;>
            (try omega)
            <;>
            (try norm_num)
            <;>
            (try simp_all [Int.and_eq_max])
            <;>
            (try omega)
          have h₆ : b < c := by
            by_contra h₆
            -- If b ≥ c, then since a < b, we have b ≥ a ∧ b ≥ c
            have h₇ : b ≥ c := by linarith
            have h₈ : b >= a && b >= c := by
              simp_all [Int.and_eq_max]
              <;>
              (try omega)
              <;>
              (try norm_num)
              <;>
              (try simp_all [Int.and_eq_max])
              <;>
              (try omega)
            simp_all [Int.and_eq_max]
            <;>
            (try omega)
            <;>
            (try norm_num)
            <;>
            (try simp_all [Int.and_eq_max])
            <;>
            (try omega)
          linarith
      have h₄ : c ≥ b := by
        by_cases h₅ : b < c
        · -- Subcase: b < c
          linarith
        · -- Subcase: b ≥ c
          have h₆ : b < a := by
            by_contra h₆
            -- If b ≥ a, then since b ≥ c, we have b ≥ a ∧ b ≥ c
            have h₇ : b ≥ a := by linarith
            have h₈ : b >= a && b >= c := by
              simp_all [Int.and_eq_max]
              <;>
              (try omega)
              <;>
              (try norm_num)
              <;>
              (try simp_all [Int.and_eq_max])
              <;>
              (try omega)
            simp_all [Int.and_eq_max]
            <;>
            (try omega)
            <;>
            (try norm_num)
            <;>
            (try simp_all [Int.and_eq_max])
            <;>
            (try omega)
          have h₇ : a < c := by
            by_contra h₇
            -- If a ≥ c, then since a > b, we have a ≥ b ∧ a ≥ c
            have h₈ : a ≥ c := by linarith
            have h₉ : a >= b && a >= c := by
              have h₁₀ : a ≥ b := by linarith
              simp_all [Int.and_eq_max]
              <;>
              (try omega)
              <;>
              (try norm_num)
              <;>
              (try simp_all [Int.and_eq_max])
              <;>
              (try omega)
            simp_all [Int.and_eq_max]
            <;>
            (try omega)
            <;>
            (try norm_num)
            <;>
            (try simp_all [Int.and_eq_max])
            <;>
            (try omega)
          linarith
      -- Prove c ≥ a, c ≥ b, c ≥ c and c is one of a, b, c
      constructor
      · -- Prove c ≥ a, c ≥ b, c ≥ c
        constructor <;>
        (try { nlinarith }) <;>
        (try {
          norm_num at *
          <;>
          (try omega)
          <;>
          (try nlinarith)
        }) <;>
        (try {
          simp_all [Int.and_eq_max]
          <;>
          omega
        })
      · -- Prove c is one of a, b, c
        simp
    })
  exact h_main
","
",5184,187,179,165,0,False,4,21,False,False,1,18,1,0,0,6,0,0,0,2,24,0,0,0,1,12,15,True,7,0,False,False,True,False,dsimp,by_cases=2;by_contra=4;constructor=6;contradiction=1;dsimp=1;exact=1;have=18;linarith=9;nlinarith=6;norm_num=12;omega=24;rfl=1;rw=1;simp=3;simp_all=21;try=55
verina_advanced_41,model,goedel-prover-v2-8b,1.0,model,[],1e9a839737d91709985dc94b77a2a05edc06e2d0f3f8675f1b96986db1b19b46,"  have h_main : maxOfThree_postcond (a) (b) (c) (maxOfThree (a) (b) (c) h_precond) h_precond := by
    constructor
    · -- Prove that the result is >= a, >= b, >= c
      have h₁ : maxOfThree (a) (b) (c) h_precond = if a >= b && a >= c then a else if b >= a && b >= c then b else c := by
        rfl
      rw [h₁]
      split_ifs with h₂ h₃
      · -- Case 1: a >= b && a >= c
        constructor <;>
        (try constructor) <;>
        (try simp_all) <;>
        (try omega) <;>
        (try
          {
            cases' le_total a b with hab hab <;> cases' le_total a c with hac hac <;>
            cases' le_total b c with hbc hbc <;>
            simp_all [max_eq_left, max_eq_right, le_refl, le_of_lt, le_trans] <;>
            omega
          }) <;>
        omega
      · -- Case 2: b >= a && b >= c
        constructor <;>
        (try constructor) <;>
        (try simp_all) <;>
        (try omega) <;>
        (try
          {
            cases' le_total a b with hab hab <;> cases' le_total a c with hac hac <;>
            cases' le_total b c with hbc hbc <;>
            simp_all [max_eq_left, max_eq_right, le_refl, le_of_lt, le_trans] <;>
            omega
          }) <;>
        omega
      · -- Case 3: c >= a && c >= b
        constructor <;>
        (try constructor) <;>
        (try simp_all) <;>
        (try omega) <;>
        (try
          {
            cases' le_total a b with hab hab <;> cases' le_total a c with hac hac <;>
            cases' le_total b c with hbc hbc <;>
            simp_all [max_eq_left, max_eq_right, le_refl, le_of_lt, le_trans] <;>
            omega
          }) <;>
        omega
    · -- Prove that the result is one of a, b, or c
      have h₁ : maxOfThree (a) (b) (c) h_precond = if a >= b && a >= c then a else if b >= a && b >= c then b else c := by
        rfl
      rw [h₁]
      split_ifs with h₂ h₃
      · -- Case 1: a >= b && a >= c
        simp_all [maxOfThree_postcond]
        <;>
        (try omega) <;>
        (try aesop) <;>
        (try
          {
            cases' le_total a b with hab hab <;> cases' le_total a c with hac hac <;>
            cases' le_total b c with hbc hbc <;>
            simp_all [max_eq_left, max_eq_right, le_refl, le_of_lt, le_trans] <;>
            omega
          })
      · -- Case 2: b >= a && b >= c
        simp_all [maxOfThree_postcond]
        <;>
        (try omega) <;>
        (try aesop) <;>
        (try
          {
            cases' le_total a b with hab hab <;> cases' le_total a c with hac hac <;>
            cases' le_total b c with hbc hbc <;>
            simp_all [max_eq_left, max_eq_right, le_refl, le_of_lt, le_trans] <;>
            omega
          })
      · -- Case 3: c >= a && c >= b
        simp_all [maxOfThree_postcond]
        <;>
        (try omega) <;>
        (try aesop) <;>
        (try
          {
            cases' le_total a b with hab hab <;> cases' le_total a c with hac hac <;>
            cases' le_total b c with hbc hbc <;>
            simp_all [max_eq_left, max_eq_right, le_refl, le_of_lt, le_trans] <;>
            omega
          })
  exact h_main
","
",3105,88,88,66,0,False,0,12,False,False,2,3,1,0,0,7,0,0,0,0,15,0,3,0,2,0,0,True,3,0,False,False,True,False,have,aesop=3;constructor=7;exact=1;have=3;omega=15;rfl=2;rw=2;simp_all=12;try=21
